ID_TA,Rating,score1,score2,score3,score4,sum_score
d3140173,4.0,4.0,4.0,4.0,4.0,16.0
d10032602,5.0,5.0,5.0,0.0,5.0,15.0
d6506997,5.0,0.0,0.0,0.0,0.0,0.0
d9455120,4.5,4.5,4.5,0.0,4.0,13.0
d6947721,4.0,0.0,0.0,0.0,0.0,0.0
d4413447,4.5,0.0,0.0,0.0,0.0,0.0
d680452,2.0,2.5,2.0,1.5,2.5,8.5
d5986695,4.0,4.0,4.0,3.5,4.0,15.5
d775632,4.5,4.5,4.5,0.0,4.5,13.5
d7965609,4.5,0.0,0.0,0.0,0.0,0.0
d7612224,4.5,4.5,4.5,0.0,4.5,13.5
d1788421,3.5,3.5,3.5,4.0,3.5,14.5
d12226913,4.5,0.0,0.0,0.0,0.0,0.0
d1903575,4.0,4.0,4.0,4.0,4.0,16.0
d2292740,3.5,0.0,4.0,0.0,3.5,7.5
d12624420,5.0,0.0,0.0,0.0,0.0,0.0
d3703476,4.0,4.0,4.0,3.5,4.0,15.5
d8720514,3.5,0.0,0.0,0.0,0.0,0.0
d12476094,4.0,4.0,4.0,0.0,3.5,11.5
d7799858,4.5,4.5,4.5,0.0,4.5,13.5
d1068380,4.5,4.5,4.5,4.5,4.0,17.5
d1721881,4.0,4.0,4.0,4.0,4.0,16.0
d4419215,3.5,3.5,3.5,3.5,3.5,14.0
d2266460,4.0,4.5,4.0,3.5,4.5,16.5
d5646621,4.5,4.0,4.5,0.0,4.0,12.5
d7234087,4.0,3.5,4.0,5.0,4.0,16.5
d6885282,2.0,2.5,2.5,2.5,2.0,9.5
d3877804,4.0,4.5,4.5,4.5,4.0,17.5
d4563645,4.5,4.5,4.0,4.0,4.0,16.5
d3940702,4.5,4.5,4.5,0.0,5.0,14.0
d1408706,4.0,4.0,4.0,4.0,4.0,16.0
d11999956,4.0,4.0,4.0,0.0,4.0,12.0
d1484093,4.5,4.5,4.5,4.5,4.0,17.5
d5877981,4.0,0.0,0.0,0.0,0.0,0.0
d13220985,5.0,0.0,0.0,0.0,0.0,0.0
d1820737,4.5,4.5,4.0,4.0,4.5,17.0
d4510100,4.5,4.5,4.5,4.0,4.0,17.0
d3637127,4.0,4.0,4.0,4.0,3.0,15.0
d11931310,4.0,0.0,0.0,0.0,0.0,0.0
d8380873,5.0,0.0,0.0,0.0,0.0,0.0
d2573292,3.5,4.0,4.0,0.0,4.0,12.0
d5048793,3.5,3.5,4.0,0.0,4.0,11.5
d3691208,3.5,4.5,4.0,0.0,4.0,12.5
d787431,3.5,4.0,3.0,3.5,3.5,14.0
d10810780,3.5,0.0,0.0,0.0,0.0,0.0
d4768386,3.5,3.5,4.0,4.0,4.0,15.5
d7264010,4.5,4.5,4.5,4.5,4.0,17.5
d5848157,4.5,4.5,4.5,4.5,4.0,17.5
d4258779,4.0,4.0,4.5,0.0,4.0,12.5
d2615688,3.5,0.0,0.0,0.0,0.0,0.0
d12708054,4.5,4.5,4.5,0.0,4.5,13.5
d10158554,4.5,5.0,5.0,0.0,4.5,14.5
d813582,4.0,4.0,4.0,4.0,3.5,15.5
d1022489,3.5,3.5,3.5,3.0,3.5,13.5
d7123607,4.0,4.5,4.0,0.0,4.5,13.0
d11668846,4.0,4.0,4.0,0.0,3.5,11.5
d1436692,3.5,3.5,3.5,4.0,3.0,14.0
d10028131,4.5,4.5,4.5,0.0,4.5,13.5
d3266139,3.0,0.0,0.0,0.0,0.0,0.0
d7123383,3.5,0.0,0.0,0.0,0.0,0.0
d3795131,4.0,4.0,4.0,4.5,4.0,16.5
d5958843,4.0,0.0,0.0,0.0,0.0,0.0
d7124105,4.5,0.0,0.0,0.0,0.0,0.0
d8638490,4.0,4.0,3.5,0.0,4.0,11.5
d1073453,3.5,3.5,3.5,4.5,2.5,14.0
d815693,3.5,3.5,3.5,4.0,3.5,14.5
d7887014,5.0,5.0,5.0,0.0,5.0,15.0
d10697920,5.0,5.0,5.0,0.0,4.5,14.5
d4769456,5.0,0.0,0.0,0.0,0.0,0.0
d12999946,4.0,0.0,0.0,0.0,0.0,0.0
d13222824,5.0,4.0,4.0,0.0,4.0,12.0
d5823089,2.5,0.0,0.0,0.0,0.0,0.0
d11857798,4.0,4.0,3.0,0.0,3.5,10.5
d6707344,3.0,0.0,0.0,0.0,0.0,0.0
d5977637,4.0,0.0,0.0,0.0,0.0,0.0
d4218152,3.5,4.0,3.5,3.5,4.0,15.0
d9793124,3.5,4.5,4.5,0.0,4.5,13.5
d6278408,3.5,3.5,3.5,0.0,3.5,10.5
d12787144,5.0,0.0,0.0,0.0,0.0,0.0
d7055228,4.5,0.0,0.0,0.0,0.0,0.0
d2078230,4.0,4.0,4.0,4.0,4.0,16.0
d7653341,5.0,5.0,5.0,0.0,5.0,15.0
d3403276,4.0,4.5,4.5,4.0,4.0,17.0
d5936449,4.0,0.0,0.0,0.0,0.0,0.0
d12519439,4.5,4.0,4.5,0.0,4.0,12.5
d7805126,4.5,5.0,4.0,0.0,4.0,13.0
d12637313,4.5,3.5,3.5,0.0,3.0,10.0
d12010133,4.0,0.0,0.0,0.0,0.0,0.0
d10280818,4.0,4.5,4.0,0.0,3.5,12.0
d1039338,3.5,0.0,0.0,0.0,0.0,0.0
d10188653,3.5,0.0,0.0,0.0,0.0,0.0
d9875203,4.0,4.0,4.5,0.0,4.5,13.0
d7229726,4.5,4.5,4.0,0.0,4.5,13.0
d1022499,3.5,4.0,4.0,4.0,4.0,16.0
d12286928,4.5,0.0,4.5,0.0,4.5,9.0
d11955193,4.5,4.5,4.5,0.0,4.5,13.5
d8956509,3.5,0.0,0.0,0.0,0.0,0.0
d871496,3.5,4.0,4.0,4.0,4.0,16.0
d5825997,3.5,3.5,4.0,0.0,3.5,11.0
d779458,4.0,4.5,3.5,3.5,4.0,15.5
d8078594,4.5,4.0,4.0,0.0,4.0,12.0
d2419141,4.5,4.5,4.5,4.0,4.5,17.5
d4062189,4.0,4.0,4.0,0.0,4.5,12.5
d1095078,2.5,3.0,2.5,2.5,2.5,10.5
d7246391,4.0,4.0,3.5,0.0,4.0,11.5
d5959987,3.5,3.5,3.5,0.0,3.5,10.5
d775652,4.0,4.0,4.0,4.5,4.0,16.5
d1945626,4.0,4.5,4.0,4.5,4.0,17.0
d12593807,2.5,3.5,3.5,0.0,4.0,11.0
d8119928,4.5,4.5,4.5,0.0,4.0,13.0
d3640249,4.5,4.5,4.5,4.5,4.5,18.0
d10070258,3.5,0.0,0.0,0.0,0.0,0.0
d2361542,3.5,4.5,4.5,0.0,4.5,13.5
d4271843,3.5,4.0,4.0,3.5,3.0,14.5
d5495117,4.0,4.0,4.0,0.0,4.5,12.5
d7353506,4.0,4.0,3.5,0.0,4.5,12.0
d7760501,1.5,0.0,0.0,0.0,0.0,0.0
d1035633,4.0,4.0,4.0,4.5,4.0,16.5
d1337432,4.5,0.0,0.0,0.0,0.0,0.0
d10264511,4.5,0.0,0.0,0.0,0.0,0.0
d10755211,3.5,0.0,4.0,0.0,3.0,7.0
d5996845,5.0,4.5,5.0,0.0,4.5,14.0
d802367,4.5,4.5,4.5,4.5,4.5,18.0
d4215681,3.0,3.5,3.5,3.0,4.0,14.0
d719441,3.5,3.5,4.0,4.0,3.5,15.0
d12094323,5.0,0.0,0.0,0.0,0.0,0.0
d5602437,4.0,4.0,4.0,4.0,3.0,15.0
d844483,4.0,4.0,4.5,4.0,4.5,17.0
d8090958,4.5,0.0,0.0,0.0,0.0,0.0
d1095204,3.5,4.0,3.5,3.0,3.0,13.5
d719415,3.0,0.0,0.0,0.0,0.0,0.0
d9453464,2.0,0.0,0.0,0.0,0.0,0.0
d11874513,5.0,4.0,4.0,0.0,3.0,11.0
d9610474,2.5,2.5,2.5,0.0,2.5,7.5
d964567,4.0,4.0,4.0,4.0,3.5,15.5
d3675649,4.0,3.5,4.0,4.5,3.5,15.5
d3734452,4.0,3.5,4.0,3.5,4.0,15.0
d13005155,5.0,0.0,0.0,0.0,0.0,0.0
d2006486,3.5,3.5,3.5,3.5,3.5,14.0
d10278617,4.5,0.0,0.0,0.0,0.0,0.0
d7296425,3.5,4.0,4.0,0.0,4.0,12.0
d10815687,5.0,0.0,0.0,0.0,0.0,0.0
d8014818,4.0,4.0,3.5,0.0,3.5,11.0
d697890,4.0,4.0,4.0,3.5,3.5,15.0
d12457903,4.5,0.0,0.0,0.0,0.0,0.0
d12450637,3.5,0.0,0.0,0.0,0.0,0.0
d8290057,3.5,3.5,3.5,0.0,4.0,11.0
d5942107,4.0,0.0,0.0,0.0,0.0,0.0
d11920644,5.0,5.0,5.0,0.0,4.5,14.5
d7375618,4.5,0.0,0.0,0.0,0.0,0.0
d7676147,4.5,0.0,0.0,0.0,0.0,0.0
d8374912,4.5,0.0,0.0,0.0,0.0,0.0
d11862771,3.5,3.0,4.0,0.0,3.5,10.5
d2139820,3.0,0.0,0.0,0.0,0.0,0.0
d1425820,3.5,4.0,3.5,4.5,4.5,16.5
d5010652,5.0,0.0,0.0,0.0,0.0,0.0
d3347275,4.5,5.0,4.5,4.5,4.0,18.0
d784130,4.0,4.0,4.0,3.5,4.0,15.5
d12209866,4.0,0.0,0.0,0.0,0.0,0.0
d4008200,4.5,4.5,4.5,4.0,4.5,17.5
d10833484,4.5,5.0,5.0,0.0,4.5,14.5
d5443234,4.0,5.0,5.0,0.0,5.0,15.0
d6779249,4.5,0.0,0.0,0.0,0.0,0.0
d10280845,4.5,0.0,0.0,0.0,0.0,0.0
d7274429,4.0,4.5,4.5,0.0,4.5,13.5
d2026717,4.0,4.0,4.0,3.5,4.0,15.5
d10240112,4.5,0.0,0.0,0.0,0.0,0.0
d810415,3.0,3.0,3.5,3.0,3.5,13.0
d2351222,4.0,4.0,4.0,4.0,4.0,16.0
d12611636,3.5,0.0,0.0,0.0,0.0,0.0
d3897428,4.0,4.0,4.0,3.0,4.0,15.0
d6463272,4.5,5.0,5.0,0.0,5.0,15.0
d9756086,3.0,3.5,3.0,0.0,3.0,9.5
d4128617,4.5,4.5,4.5,4.5,4.0,17.5
d11435227,4.0,3.5,3.5,0.0,3.5,10.5
d4764463,4.5,4.5,4.0,4.0,5.0,17.5
d4405052,4.0,4.0,4.5,4.5,4.0,17.0
d800422,3.5,3.5,3.5,3.5,3.0,13.5
d5292929,3.5,3.5,3.5,3.5,3.5,14.0
d7070363,3.0,3.5,4.0,0.0,2.5,10.0
d720163,4.5,4.5,4.5,4.0,4.0,17.0
d12211961,3.0,4.0,3.5,0.0,4.0,11.5
d12148096,5.0,0.0,0.0,0.0,0.0,0.0
d11725549,4.5,3.5,4.0,0.0,2.5,10.0
d9606500,4.0,0.0,4.5,0.0,4.0,8.5
d2154313,4.5,4.5,4.5,4.5,4.5,18.0
d814018,4.5,4.5,4.5,0.0,4.5,13.5
d753238,4.0,4.0,4.0,3.5,4.0,15.5
d1155944,4.0,4.5,4.0,4.0,4.0,16.5
d6550704,4.0,4.5,4.5,4.0,4.0,17.0
d9745904,5.0,0.0,0.0,0.0,0.0,0.0
d11915795,4.0,0.0,0.0,0.0,0.0,0.0
d8616632,4.0,4.0,4.0,0.0,4.0,12.0
d784877,2.5,0.0,0.0,0.0,0.0,0.0
d8714204,3.5,3.0,3.0,0.0,3.0,9.0
d10801434,4.0,0.0,0.0,0.0,0.0,0.0
d7824012,2.0,2.5,2.5,0.0,2.5,7.5
d2614717,3.5,3.5,3.5,3.5,3.5,14.0
d12652297,4.5,5.0,5.0,0.0,4.5,14.5
d11544284,4.0,4.0,4.0,0.0,4.0,12.0
d3331281,4.0,4.0,4.0,4.5,4.0,16.5
d3730459,4.5,4.5,4.5,0.0,4.5,13.5
d5029451,3.5,4.0,4.5,4.5,3.5,16.5
d10021972,3.5,4.5,4.0,0.0,4.0,12.5
d11699978,3.5,3.5,4.0,0.0,3.0,10.5
d1821592,4.0,0.0,0.0,0.0,0.0,0.0
d2494383,4.0,4.0,3.5,4.0,3.5,15.0
d8388361,3.5,3.5,3.5,0.0,3.0,10.0
d7939545,4.0,4.0,3.5,4.0,3.0,14.5
d9463133,5.0,0.0,0.0,0.0,0.0,0.0
d6434103,4.5,4.5,4.0,4.5,4.0,17.0
d11956747,4.5,4.5,4.5,0.0,4.5,13.5
d2552509,4.5,4.5,4.5,4.0,4.5,17.5
d1554796,3.5,0.0,0.0,0.0,0.0,0.0
d2185889,4.5,4.5,4.5,4.0,4.5,17.5
d11689231,4.0,4.5,4.5,0.0,4.0,13.0
d1018426,4.0,4.0,4.0,4.0,4.0,16.0
d3589784,4.5,4.5,4.5,0.0,5.0,14.0
d988127,3.5,0.0,0.0,0.0,0.0,0.0
d3784629,3.5,3.5,4.0,3.0,3.5,14.0
d1010493,4.0,4.0,4.0,3.5,4.0,15.5
d2195850,4.5,4.0,4.0,3.5,4.5,16.0
d1989102,4.5,4.5,4.0,4.5,4.0,17.0
d3687229,4.0,4.0,4.0,0.0,4.0,12.0
d3749506,4.0,4.5,4.0,4.0,4.0,16.5
d6419071,3.5,3.5,3.5,3.5,3.5,14.0
d12165625,3.0,3.5,3.5,0.0,3.5,10.5
d5981256,5.0,4.5,4.5,0.0,5.0,14.0
d11672823,4.0,0.0,0.0,0.0,0.0,0.0
d7790325,3.0,3.5,3.0,0.0,3.0,9.5
d2098990,4.5,4.5,4.5,4.0,4.5,17.5
d3136757,4.0,4.0,4.0,3.5,4.0,15.5
d7124485,3.5,0.0,0.0,0.0,0.0,0.0
d4733344,4.5,4.0,4.5,4.5,4.5,17.5
d964383,5.0,0.0,0.0,0.0,0.0,0.0
d1471794,4.0,4.5,4.5,4.0,4.0,17.0
d5861949,4.0,0.0,0.0,0.0,0.0,0.0
d5984683,5.0,0.0,0.0,0.0,0.0,0.0
d5531792,3.5,4.0,4.0,0.0,4.5,12.5
d2328854,3.5,3.5,3.5,3.0,3.5,13.5
d7361085,4.5,4.5,4.5,0.0,4.5,13.5
d11748884,4.5,0.0,0.0,0.0,0.0,0.0
d3198349,4.5,4.5,4.5,4.5,4.5,18.0
d5863811,2.5,2.5,0.0,0.0,3.5,6.0
d719569,3.5,4.0,3.5,4.0,3.0,14.5
d6802849,4.0,4.0,4.0,4.0,3.5,15.5
d12230540,4.5,0.0,0.0,0.0,0.0,0.0
d7894825,4.0,4.5,4.5,0.0,4.0,13.0
d2014560,3.5,3.5,3.0,3.0,3.0,12.5
d10251037,4.0,4.0,4.0,0.0,3.5,11.5
d1422393,3.5,4.0,4.0,3.5,3.5,15.0
d8042767,3.0,3.5,3.5,0.0,3.5,10.5
d4496061,4.5,4.5,4.5,0.0,4.0,13.0
d11879723,4.0,3.5,4.0,0.0,3.5,11.0
d5598213,4.0,4.0,4.0,4.0,4.0,16.0
d10876664,3.5,0.0,0.0,0.0,0.0,0.0
d2368858,3.5,0.0,0.0,0.0,0.0,0.0
d7124092,5.0,0.0,0.0,0.0,0.0,0.0
d2590132,4.0,4.0,4.0,4.0,4.0,16.0
d11827742,2.5,0.0,0.0,0.0,0.0,0.0
d9824796,4.0,0.0,0.0,0.0,0.0,0.0
d6459322,4.0,4.0,4.0,4.0,4.0,16.0
d4429263,4.0,4.0,3.5,3.5,4.0,15.0
d5616558,5.0,0.0,0.0,0.0,0.0,0.0
d7652400,4.5,0.0,0.0,0.0,0.0,0.0
d5609072,3.5,0.0,0.0,0.0,0.0,0.0
d7341795,4.0,3.5,3.5,0.0,3.5,10.5
d3878695,2.0,2.0,2.5,2.0,1.5,8.0
d8359860,3.5,0.0,0.0,0.0,0.0,0.0
d5977584,4.5,4.5,5.0,0.0,4.5,14.0
d12322365,2.0,0.0,0.0,0.0,0.0,0.0
d10436540,4.0,4.0,3.5,0.0,3.5,11.0
d12511245,4.5,4.5,4.5,0.0,4.5,13.5
d1510668,3.5,0.0,0.0,0.0,0.0,0.0
d3842722,4.0,0.0,0.0,0.0,0.0,0.0
d1043412,4.0,4.0,4.0,0.0,4.0,12.0
d782182,4.0,4.5,4.0,4.0,4.0,16.5
d1894032,4.5,4.5,4.5,4.5,4.0,17.5
d4504485,3.5,3.5,4.0,4.0,3.5,15.0
d4260479,3.5,0.0,0.0,0.0,0.0,0.0
d7356109,4.0,0.0,0.0,0.0,0.0,0.0
d5785822,5.0,0.0,0.0,0.0,0.0,0.0
d6276266,4.0,4.0,4.5,0.0,4.0,12.5
d3161697,4.0,4.0,4.0,3.5,4.0,15.5
d7276830,3.5,0.0,0.0,0.0,0.0,0.0
d3873228,4.5,4.5,4.5,4.5,4.5,18.0
d12238651,4.0,4.5,4.0,0.0,4.0,12.5
d4768136,4.0,0.0,0.0,0.0,0.0,0.0
d733560,5.0,5.0,4.5,0.0,5.0,14.5
d8418627,4.5,3.5,4.5,0.0,4.5,12.5
d12942005,4.5,0.0,0.0,0.0,0.0,0.0
d5098821,3.0,0.0,0.0,0.0,0.0,0.0
d987881,3.5,4.0,4.0,4.0,4.0,16.0
d12941532,3.5,0.0,0.0,0.0,0.0,0.0
d7110416,4.5,0.0,0.0,0.0,0.0,0.0
d2320510,4.5,0.0,0.0,0.0,0.0,0.0
d12613221,5.0,5.0,4.5,0.0,5.0,14.5
d5122668,4.0,4.0,4.0,0.0,4.0,12.0
d10521865,3.5,3.5,3.0,0.0,3.5,10.0
d8340159,4.0,0.0,0.0,0.0,0.0,0.0
d2104074,4.0,4.5,4.0,0.0,3.5,12.0
d1898624,4.0,4.0,4.0,4.0,4.0,16.0
d1035179,4.5,4.5,5.0,4.5,4.5,18.5
d10713945,4.5,0.0,0.0,0.0,0.0,0.0
d718843,4.0,4.5,4.0,4.5,3.5,16.5
d11670744,4.5,0.0,5.0,0.0,5.0,10.0
d7994283,4.5,4.0,4.5,0.0,4.5,13.0
d8448921,4.5,4.0,4.0,0.0,4.5,12.5
d3514427,4.0,0.0,0.0,0.0,0.0,0.0
d11915851,4.0,3.0,3.0,0.0,3.0,9.0
d1133830,4.5,4.5,4.0,4.5,4.0,17.0
d694700,4.0,3.5,3.5,0.0,2.5,9.5
d7378360,4.0,3.5,3.5,0.0,3.5,10.5
d5983992,3.5,4.5,3.5,0.0,4.0,12.0
d10373973,5.0,0.0,0.0,0.0,0.0,0.0
d1063829,4.5,4.0,4.0,3.5,4.0,15.5
d2477492,3.0,3.5,4.0,0.0,3.5,11.0
d7014199,4.5,4.5,0.0,0.0,4.5,9.0
d4163598,3.5,3.5,3.5,0.0,3.5,10.5
d1765324,3.5,4.0,3.5,3.5,3.5,14.5
d9580228,4.0,0.0,4.5,0.0,4.0,8.5
d11925983,1.5,0.0,0.0,0.0,0.0,0.0
d3387337,3.5,3.5,3.5,3.5,3.5,14.0
d3923776,5.0,4.5,4.5,4.5,5.0,18.5
d11800965,4.5,4.5,4.5,0.0,4.0,13.0
d1986351,4.5,4.5,4.5,4.5,4.5,18.0
d7132962,3.0,3.0,3.0,0.0,2.5,8.5
d12902541,4.0,3.5,3.5,4.0,3.0,14.0
d8408392,2.5,2.0,2.5,0.0,2.0,6.5
d1012583,4.0,4.5,4.0,4.0,3.5,16.0
d1069257,3.5,4.0,3.5,4.0,3.5,15.0
d10400045,4.0,0.0,0.0,0.0,0.0,0.0
d5443287,4.0,4.0,4.0,0.0,4.0,12.0
d10763097,4.5,4.0,4.5,0.0,4.5,13.0
d12997695,3.5,4.0,3.5,0.0,3.5,11.0
d697411,4.0,4.5,4.0,4.0,3.5,16.0
d734352,4.0,4.0,4.0,4.0,4.0,16.0
d9838856,4.5,4.5,5.0,0.0,4.5,14.0
d3847118,4.5,4.0,4.5,4.5,4.5,17.5
d1039309,5.0,4.5,4.0,4.5,4.0,17.0
d12331294,5.0,4.5,4.5,0.0,4.0,13.0
d7223228,4.0,4.0,4.0,4.5,4.5,17.0
d5570197,3.0,3.5,3.5,0.0,3.0,10.0
d4890630,4.0,4.0,3.5,3.5,3.5,14.5
d10821266,4.0,4.0,4.0,0.0,4.5,12.5
d1342038,4.0,4.0,3.5,4.5,3.5,15.5
d12192162,4.5,0.0,0.0,0.0,0.0,0.0
d7077375,3.5,3.5,3.5,0.0,3.5,10.5
d1522927,4.0,4.0,4.0,4.0,4.0,16.0
d3479813,4.0,4.0,4.0,4.0,3.5,15.5
d7255947,3.5,0.0,0.0,0.0,0.0,0.0
d10251960,4.5,5.0,4.5,0.0,4.5,14.0
d4736414,3.5,0.0,0.0,0.0,0.0,0.0
d12898293,5.0,0.0,0.0,0.0,0.0,0.0
d6400545,4.0,4.0,4.0,4.5,3.5,16.0
d12076877,4.5,0.0,0.0,0.0,0.0,0.0
d1830768,3.5,3.5,3.5,3.0,3.0,13.0
d10512183,5.0,0.0,0.0,0.0,0.0,0.0
d4769476,4.5,0.0,0.0,0.0,0.0,0.0
d12473849,4.0,0.0,0.0,0.0,0.0,0.0
d12631537,5.0,0.0,0.0,0.0,0.0,0.0
d717365,4.0,4.0,4.0,4.0,3.5,15.5
d12323652,4.5,4.5,3.5,0.0,3.5,11.5
d7028219,4.5,4.5,4.5,0.0,5.0,14.0
d6102637,3.5,3.5,3.5,0.0,3.5,10.5
d5771361,3.0,3.0,3.5,0.0,3.0,9.5
d811958,3.0,3.0,3.0,3.5,3.0,12.5
d718684,4.0,0.0,0.0,0.0,0.0,0.0
d1795309,3.5,3.5,3.5,3.5,3.5,14.0
d7239301,3.5,0.0,0.0,0.0,0.0,0.0
d12570653,5.0,0.0,0.0,0.0,0.0,0.0
d8470894,4.5,0.0,0.0,0.0,0.0,0.0
d7223374,4.5,0.0,0.0,0.0,0.0,0.0
d9830811,4.5,4.5,4.5,0.0,4.0,13.0
d4037282,4.0,4.0,4.0,4.0,3.5,15.5
d8660552,1.0,0.0,0.0,0.0,0.0,0.0
d7711814,4.0,4.0,4.0,0.0,4.5,12.5
d1322133,4.5,0.0,0.0,0.0,0.0,0.0
d11549134,4.0,4.5,4.0,0.0,4.0,12.5
d3572875,4.0,0.0,0.0,0.0,0.0,0.0
d5984281,4.5,5.0,4.5,4.5,4.5,18.5
d3138498,3.5,3.5,3.0,3.0,3.5,13.0
d10279277,3.5,4.0,4.0,0.0,3.5,11.5
d2332288,4.5,4.5,4.5,4.0,4.5,17.5
d5786725,4.5,4.0,4.0,0.0,4.5,12.5
d11910716,4.5,4.5,5.0,0.0,4.5,14.0
d10948224,4.5,0.0,0.0,0.0,0.0,0.0
d4769165,4.0,3.5,3.5,3.5,4.0,14.5
d8410255,5.0,3.5,4.5,0.0,4.0,12.0
d8724256,4.0,4.0,3.5,0.0,3.5,11.0
d1471798,4.0,4.0,4.0,4.0,3.5,15.5
d4134623,1.5,2.0,2.0,1.0,2.0,7.0
d10480140,4.5,4.5,4.5,0.0,4.0,13.0
d1385603,4.5,4.0,4.5,0.0,4.0,12.5
d6781038,3.5,0.0,0.0,0.0,0.0,0.0
d2623133,4.0,4.0,4.0,0.0,4.0,12.0
d1996048,4.0,3.5,4.0,4.5,4.0,16.0
d7387676,3.5,0.0,0.0,0.0,0.0,0.0
d4911526,4.0,0.0,0.0,0.0,0.0,0.0
d13008120,5.0,0.0,0.0,0.0,0.0,0.0
d9723473,4.0,4.0,4.0,0.0,4.0,12.0
d8505903,4.5,0.0,0.0,0.0,0.0,0.0
d1540782,3.0,3.5,3.0,3.5,3.5,13.5
d5986304,4.5,4.0,5.0,0.0,4.0,13.0
d7088656,4.0,4.5,4.0,0.0,5.0,13.5
d7277830,4.0,0.0,0.0,0.0,0.0,0.0
d4260849,3.0,0.0,0.0,0.0,0.0,0.0
d4829690,4.0,3.5,3.5,4.0,3.5,14.5
d788780,4.0,4.0,4.0,4.5,4.5,17.0
d5937055,5.0,4.5,5.0,4.5,4.5,18.5
d6872459,3.5,4.5,4.0,0.0,4.0,12.5
d6373184,4.5,4.0,4.5,4.5,4.5,17.5
d816015,4.0,2.5,3.5,4.0,3.5,13.5
d7123810,4.0,0.0,0.0,0.0,0.0,0.0
d2351523,3.5,0.0,0.0,0.0,0.0,0.0
d719135,1.0,0.0,0.0,0.0,0.0,0.0
d12624291,3.5,3.5,3.5,0.0,4.0,11.0
d6453466,4.5,0.0,0.0,0.0,0.0,0.0
d2615851,4.0,3.5,4.0,4.0,3.5,15.0
d10330733,2.5,3.5,4.0,0.0,3.5,11.0
d811479,3.5,3.0,3.0,3.5,3.0,12.5
d4725580,4.5,3.5,4.0,4.5,4.0,16.0
d786404,4.5,4.5,4.5,4.0,4.0,17.0
d10201362,4.0,0.0,0.0,0.0,0.0,0.0
d9807742,4.5,4.5,5.0,0.0,4.5,14.0
d5449201,4.5,4.5,4.5,4.5,4.0,17.5
d4101778,3.5,3.5,3.5,3.0,3.5,13.5
d7337360,4.5,4.5,4.0,0.0,4.0,12.5
d6762594,4.5,0.0,0.0,0.0,0.0,0.0
d12389515,4.5,4.5,4.5,0.0,4.5,13.5
d6715780,4.5,4.5,5.0,0.0,5.0,14.5
d5788573,3.5,0.0,0.0,0.0,0.0,0.0
d8037584,1.5,2.0,2.0,0.0,1.5,5.5
d12804740,4.0,5.0,5.0,0.0,5.0,15.0
d807993,4.5,0.0,0.0,0.0,0.0,0.0
d5220261,4.5,0.0,0.0,0.0,0.0,0.0
d2717743,4.0,4.0,4.0,3.5,4.0,15.5
d9998222,3.0,5.0,4.5,0.0,4.0,13.5
d12177912,5.0,0.0,0.0,0.0,0.0,0.0
d6691500,4.0,4.0,4.0,4.5,4.0,16.5
d8617120,4.0,4.5,4.5,0.0,4.0,13.0
d5558654,4.5,4.5,4.5,0.0,4.5,13.5
d2421832,3.5,4.0,3.5,3.5,3.5,14.5
d9596205,4.0,4.0,4.0,0.0,4.0,12.0
d11306145,2.5,0.0,0.0,0.0,0.0,0.0
d3982595,4.5,5.0,4.5,0.0,4.0,13.5
d9985823,4.5,4.5,4.0,0.0,4.0,12.5
d1340598,4.0,0.0,0.0,0.0,0.0,0.0
d12502802,5.0,0.0,0.0,0.0,0.0,0.0
d12037342,5.0,0.0,0.0,0.0,0.0,0.0
d5815304,3.5,0.0,0.0,0.0,0.0,0.0
d1337258,4.0,4.0,4.5,4.0,4.0,16.5
d2725658,4.0,4.0,4.0,4.0,4.0,16.0
d11844809,4.5,0.0,0.0,0.0,0.0,0.0
d10736828,4.5,4.5,4.5,0.0,4.5,13.5
d11698368,3.5,4.0,3.5,0.0,3.5,11.0
d13281040,5.0,4.5,4.5,0.0,4.5,13.5
d3237321,3.5,3.0,3.5,4.0,3.5,14.0
d2361186,4.5,0.0,0.0,0.0,0.0,0.0
d11802014,5.0,0.0,0.0,0.0,0.0,0.0
d8546533,4.0,0.0,0.0,0.0,0.0,0.0
d4080393,4.0,4.0,4.0,0.0,4.0,12.0
d3335578,4.0,0.0,0.0,0.0,0.0,0.0
d2014345,4.5,4.5,4.5,4.5,4.0,17.5
d12148573,4.5,0.0,0.0,0.0,0.0,0.0
d11829171,4.0,4.0,4.0,0.0,3.5,11.5
d9736925,4.0,4.0,3.5,0.0,3.5,11.0
d7813943,4.5,4.5,4.0,0.0,4.5,13.0
d4766820,4.0,4.0,4.0,4.0,3.5,15.5
d7316836,5.0,0.0,0.0,0.0,0.0,0.0
d909334,4.0,4.0,4.5,4.0,4.0,16.5
d6703622,4.0,4.0,4.0,4.0,3.5,15.5
d8029814,3.5,0.0,0.0,0.0,0.0,0.0
d1418287,4.0,4.0,4.0,4.5,4.0,16.5
d1968996,3.5,3.5,3.5,4.0,3.0,14.0
d3728241,4.0,4.0,4.5,4.0,4.0,16.5
d7656045,3.5,0.0,0.0,0.0,0.0,0.0
d1806073,3.5,0.0,0.0,0.0,0.0,0.0
d877447,4.0,4.0,4.0,4.0,3.5,15.5
d5890756,2.5,0.0,0.0,0.0,0.0,0.0
d6662908,4.5,4.5,4.0,0.0,4.0,12.5
d10394212,5.0,5.0,5.0,0.0,4.5,14.5
d8457824,3.5,3.5,3.5,0.0,3.5,10.5
